Flight_Number,Departure_Airport,Arrival_Airport,Flight_Date,Flight_Time,Booking_Date,Booking_Channel,Passenger_ID,Age,Travel_Class,Ticket_Price,Fare_Class,Payment_Method,Flight_Month,Date,GDP_Growth_Rate,Inflation_Rate,Unemployment_Rate,Month,Holiday_Name,Holiday_Date,Holiday_Type,Holiday_Indicator,Weather_Condition,Temperature,Wind_Speed,Precipitation,Departure_Delay,Cancellation,Competitor_Price,Booking_Lead_Time,Airline,Flight_Date_Numeric,Booking_Date_Numeric,Flight_Time_Minutes,Holiday_Date_Numeric
AA100,LAX,ATL,2023-04-22,16:21:00,2023-03-12,Phone,726,34,Economy,926.19,Discount,Miles,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-22,Non-Holiday,0,Fog,14.48,8.21,23.52,172,0,619.94,41,American Airlines,111,166,981,111
AA100,LAX,SEA,2023-07-26,10:41:00,2023-05-28,Travel Agency,1618,34,Economy,512.9,Premium,Debit Card,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-26,Non-Holiday,0,Rain,-3.67,4.4,25.72,8,0,1062.95,59,American Airlines,206,243,641,206
CA303,LAX,ATL,2023-06-02,00:47:00,2023-03-05,Online,4272,31,First Class,1003.49,Regular,Credit Card,2023-06,2023-06-01,-0.8,4.07,6.29,2023-06,No Holiday,2023-06-02,Non-Holiday,0,Rain,15.08,6.92,45.45,171,0,737.12,89,Air Canada,152,159,47,152
EA505,ORD,SFO,2023-10-28,06:39:00,2023-10-08,Travel Agency,826,47,Business,204.26,Regular,Credit Card,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-28,Non-Holiday,0,Storm,6.52,3.12,8.56,5,0,534.97,20,Emirates,300,376,399,300
CA303,DFW,MIA,2023-04-29,05:30:00,2023-02-25,Phone,926,20,Economy,1395.86,Premium,Debit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-29,Non-Holiday,0,Storm,5.01,4.73,33.7,150,0,920.69,63,Air Canada,118,151,330,118
DA404,DEN,MIA,2023-10-21,17:17:00,2023-07-15,Phone,2792,49,Economy,275.52,Discount,Debit Card,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-21,Non-Holiday,0,Rain,9.44,11.11,3.73,206,0,1031.21,98,Delta Airlines,293,291,1037,293
BA202,DEN,ATL,2023-03-29,22:58:00,2022-12-26,Online,2443,45,First Class,897.68,Discount,Debit Card,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-29,Non-Holiday,0,Rain,21.97,10.09,43.07,82,0,827.26,93,British Airways,87,90,1378,87
AA100,LAX,ATL,2023-04-22,16:21:00,2023-03-12,Phone,726,34,Economy,926.19,Discount,Miles,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-22,Non-Holiday,0,Storm,32.77,3.65,42.09,172,0,1306.65,41,American Airlines,111,166,981,111
DA404,JFK,LAS,2023-07-19,14:09:00,2023-06-03,Phone,4486,49,First Class,1146.0,Discount,Miles,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-19,Non-Holiday,0,Snow,38.94,12.14,13.35,23,0,1026.77,46,Delta Airlines,199,249,849,199
AA100,DEN,SFO,2023-04-04,18:47:00,2023-02-06,Phone,877,33,Business,372.86,Regular,Miles,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-04,Non-Holiday,0,Snow,23.64,3.52,17.52,182,0,451.16,57,American Airlines,93,132,1127,93
CA303,DFW,SFO,2023-11-28,16:21:00,2023-11-07,Phone,3992,63,Economy,429.89,Premium,Miles,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,No Holiday,2023-11-28,Non-Holiday,0,Rain,4.31,3.6,11.44,87,0,336.49,21,Air Canada,331,406,981,331
CA303,DFW,SFO,2023-04-22,00:12:00,2023-03-17,Phone,3470,35,Economy,857.44,Premium,Credit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-22,Non-Holiday,0,Rain,4.41,14.83,34.63,135,0,728.93,36,Air Canada,111,171,12,111
EA505,DEN,SFO,2023-05-17,01:38:00,2023-03-05,Travel Agency,310,29,Economy,1236.0,Regular,Miles,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-17,Non-Holiday,0,Clear,34.46,7.04,13.04,84,0,817.85,73,Emirates,136,159,98,136
AA100,DEN,LAS,2023-10-21,08:36:00,2023-08-10,Phone,1810,41,First Class,1127.36,Premium,Miles,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-21,Non-Holiday,0,Rain,8.13,10.56,8.08,80,0,1088.51,72,American Airlines,293,317,516,293
AA100,DFW,SFO,2023-11-15,07:23:00,2023-11-10,Travel Agency,1607,24,Economy,1118.72,Regular,Debit Card,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,No Holiday,2023-11-15,Non-Holiday,0,Clear,34.23,16.13,8.53,79,0,788.95,5,American Airlines,318,409,443,318
CA303,LAX,ATL,2023-04-17,12:46:00,2023-01-30,Phone,3404,32,Business,1188.31,Discount,Debit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-17,Non-Holiday,0,Storm,0.03,11.23,45.39,223,0,1364.25,77,Air Canada,106,125,766,106
CA303,ORD,ATL,2023-09-26,21:03:00,2023-06-21,Online,3312,68,Business,353.67,Regular,Miles,2023-09,2023-09-01,0.55,9.26,2.72,2023-09,No Holiday,2023-09-26,Non-Holiday,0,Rain,30.04,8.57,32.0,218,0,1044.49,97,Air Canada,268,267,1263,268
CA303,JFK,SEA,2023-11-06,10:07:00,2023-08-01,Phone,1881,42,First Class,777.12,Regular,Debit Card,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,No Holiday,2023-11-06,Non-Holiday,0,Fog,-3.17,18.3,44.68,27,0,1023.79,97,Air Canada,309,308,607,309
EA505,LAX,SFO,2023-10-21,00:38:00,2023-07-14,Phone,3087,28,First Class,944.92,Discount,Miles,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-21,Non-Holiday,0,Storm,30.26,12.34,11.44,122,0,749.35,99,Emirates,293,290,38,293
BA202,LAX,SEA,2023-04-10,09:52:00,2023-03-13,Travel Agency,166,44,Business,649.43,Discount,Miles,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-10,Non-Holiday,0,Clear,-0.49,11.48,36.66,35,0,808.49,28,British Airways,99,167,592,99
CA303,JFK,LAS,2023-11-30,15:39:00,2023-09-04,Phone,3353,47,First Class,1465.6,Discount,Debit Card,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,No Holiday,2023-11-30,Non-Holiday,0,Snow,-2.42,10.81,27.23,40,0,995.12,87,Air Canada,333,342,939,333
BA202,JFK,SEA,2023-10-31,06:43:00,2023-08-12,Travel Agency,4829,48,First Class,1389.07,Premium,Debit Card,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-31,Non-Holiday,0,Fog,22.88,4.42,22.94,166,0,1157.64,80,British Airways,303,319,403,303
EA505,DEN,MIA,2023-06-05,22:24:00,2023-05-11,Travel Agency,18,49,Business,1208.71,Regular,Credit Card,2023-06,2023-06-01,-0.8,4.07,6.29,2023-06,No Holiday,2023-06-05,Non-Holiday,0,Storm,30.61,1.0,47.85,123,0,264.3,25,Emirates,155,226,1344,155
EA505,JFK,SFO,2023-11-11,16:26:00,2023-08-04,Phone,3760,69,First Class,604.07,Regular,Miles,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,No Holiday,2023-11-11,Non-Holiday,0,Clear,31.1,8.83,20.89,38,0,1377.85,99,Emirates,314,311,986,314
EA505,LAX,SFO,2023-09-17,09:19:00,2023-08-19,Travel Agency,4135,25,First Class,655.14,Premium,Credit Card,2023-09,2023-09-01,0.55,9.26,2.72,2023-09,No Holiday,2023-09-17,Non-Holiday,0,Clear,8.16,1.36,48.57,151,0,761.75,29,Emirates,259,326,559,259
BA202,LAX,LAS,2023-05-26,02:26:00,2023-05-05,Online,1619,39,First Class,941.69,Discount,Miles,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-26,Non-Holiday,0,Snow,35.09,18.02,40.84,108,0,887.51,21,British Airways,145,220,146,145
CA303,DEN,SEA,2023-11-30,20:40:00,2023-10-12,Online,748,59,First Class,938.3,Premium,Credit Card,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,No Holiday,2023-11-30,Non-Holiday,0,Storm,7.47,5.61,27.27,64,0,250.15,49,Air Canada,333,380,1240,333
BA202,DEN,ATL,2023-02-22,00:37:00,2022-11-27,Online,4605,25,First Class,100.97,Premium,Debit Card,2023-02,2023-02-01,-0.8,3.75,6.88,2023-02,No Holiday,2023-02-22,Non-Holiday,0,Storm,8.7,18.43,25.87,69,1,430.71,87,British Airways,52,61,37,52
AA100,DFW,SFO,2023-08-22,08:25:00,2023-05-24,Phone,2093,69,First Class,1163.06,Premium,Credit Card,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-22,Non-Holiday,0,Snow,-3.94,2.56,36.5,176,0,1078.74,90,American Airlines,233,239,505,233
AA100,LAX,SEA,2023-05-03,09:52:00,2023-04-05,Travel Agency,1281,66,Economy,577.01,Discount,Debit Card,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-03,Non-Holiday,0,Storm,31.93,18.79,5.6,134,0,106.96,28,American Airlines,122,190,592,122
BA202,LAX,SEA,2023-09-03,12:15:00,2023-06-04,Travel Agency,4881,34,Business,1096.39,Regular,Miles,2023-09,2023-09-01,0.55,9.26,2.72,2023-09,No Holiday,2023-09-03,Non-Holiday,0,Storm,19.86,7.26,40.88,124,0,297.95,91,British Airways,245,250,735,245
DA404,DFW,SFO,2023-04-29,22:47:00,2023-03-26,Online,580,39,Economy,1476.89,Discount,Debit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-29,Non-Holiday,0,Fog,34.8,14.92,33.46,69,0,314.84,34,Delta Airlines,118,180,1367,118
AA100,LAX,SFO,2023-08-29,19:35:00,2023-07-20,Online,4603,56,First Class,826.96,Regular,Miles,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-29,Non-Holiday,0,Rain,-3.58,18.55,14.56,218,0,690.78,40,American Airlines,240,296,1175,240
BA202,JFK,LAS,2023-06-28,16:40:00,2023-04-26,Online,4824,35,First Class,1390.06,Regular,Credit Card,2023-06,2023-06-01,-0.8,4.07,6.29,2023-06,No Holiday,2023-06-28,Non-Holiday,0,Rain,26.84,12.86,22.25,5,0,760.36,63,British Airways,178,211,1000,178
EA505,JFK,ATL,2023-05-01,15:27:00,2023-01-25,Online,1846,57,First Class,1423.42,Discount,Debit Card,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,Independence Day,2023-05-01,Cultural Event,1,Fog,-3.16,9.81,12.31,236,0,448.83,96,Emirates,120,120,927,120
EA505,DEN,ATL,2023-06-15,06:41:00,2023-04-20,Online,731,59,Business,984.86,Regular,Miles,2023-06,2023-06-01,-0.8,4.07,6.29,2023-06,No Holiday,2023-06-15,Non-Holiday,0,Fog,17.89,4.65,23.49,12,1,560.8,56,Emirates,165,205,401,165
AA100,LAX,LAS,2023-03-10,07:06:00,2023-01-29,Travel Agency,4643,18,Economy,1283.28,Premium,Credit Card,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-10,Non-Holiday,0,Snow,22.77,19.56,6.22,92,0,972.99,40,American Airlines,68,124,426,68
BA202,LAX,SEA,2023-04-22,15:08:00,2023-01-15,Travel Agency,1663,53,First Class,1001.82,Premium,Miles,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-22,Non-Holiday,0,Rain,6.95,11.11,14.59,121,0,1394.15,97,British Airways,111,110,908,111
AA100,DFW,MIA,2023-04-28,14:08:00,2023-01-24,Online,19,61,First Class,495.5,Regular,Credit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-28,Non-Holiday,0,Rain,31.79,11.46,5.44,128,0,1009.31,94,American Airlines,117,119,848,117
CA303,ORD,SEA,2023-04-22,21:17:00,2023-02-04,Online,2444,53,First Class,223.76,Regular,Debit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-22,Non-Holiday,0,Fog,35.93,13.45,1.13,197,0,1384.55,77,Air Canada,111,130,1277,111
EA505,LAX,SFO,2023-10-24,19:47:00,2023-09-08,Online,1754,26,Business,1436.45,Regular,Credit Card,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-24,Non-Holiday,0,Rain,12.84,2.28,47.69,53,0,770.87,46,Emirates,296,346,1187,296
BA202,LAX,SFO,2023-05-23,16:10:00,2023-05-02,Travel Agency,2329,43,Business,475.75,Regular,Miles,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-23,Non-Holiday,0,Fog,37.4,15.5,12.61,143,0,1314.85,21,British Airways,142,217,970,142
AA100,JFK,SFO,2023-03-18,01:55:00,2023-02-12,Phone,3261,48,First Class,1284.92,Discount,Credit Card,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-18,Non-Holiday,0,Storm,25.93,12.55,38.13,238,0,1091.03,34,American Airlines,76,138,115,76
CA303,DEN,LAS,2023-05-11,10:10:00,2023-02-09,Travel Agency,664,50,Economy,1105.6,Discount,Credit Card,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-11,Non-Holiday,0,Storm,30.49,17.33,8.02,32,0,954.41,91,Air Canada,130,135,610,130
AA100,LAX,LAS,2023-10-21,17:14:00,2023-10-14,Travel Agency,1875,42,Business,1254.41,Discount,Debit Card,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-21,Non-Holiday,0,Storm,30.26,12.34,11.44,3,0,1155.67,7,American Airlines,293,382,1034,293
CA303,DFW,SFO,2023-09-27,21:54:00,2023-08-08,Online,245,56,Economy,1280.56,Regular,Miles,2023-09,2023-09-01,0.55,9.26,2.72,2023-09,No Holiday,2023-09-27,Non-Holiday,0,Snow,14.81,2.16,45.08,1,0,1316.76,50,Air Canada,269,315,1314,269
EA505,DFW,LAS,2023-10-05,16:58:00,2023-08-05,Phone,973,69,First Class,1004.01,Discount,Debit Card,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-05,Non-Holiday,0,Fog,13.39,3.1,11.1,83,0,582.58,61,Emirates,277,312,1018,277
BA202,LAX,SEA,2023-04-22,23:55:00,2023-04-07,Travel Agency,3497,58,Business,445.62,Regular,Debit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-22,Non-Holiday,0,Clear,4.18,9.07,26.01,106,0,340.23,15,British Airways,111,192,1435,111
AA100,ORD,MIA,2023-05-16,03:14:00,2023-05-01,Phone,1241,57,First Class,706.93,Premium,Credit Card,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-16,Non-Holiday,0,Snow,22.6,18.4,35.94,102,0,351.24,15,American Airlines,135,216,194,135
DA404,LAX,ATL,2023-01-23,06:31:00,2022-12-21,Travel Agency,2957,38,Economy,1439.59,Discount,Credit Card,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-23,Non-Holiday,0,Storm,7.38,3.81,31.4,9,0,444.46,33,Delta Airlines,22,85,391,22
AA100,JFK,ATL,2023-02-11,03:08:00,2022-11-30,Online,2543,64,Business,1331.45,Regular,Credit Card,2023-02,2023-02-01,-0.8,3.75,6.88,2023-02,No Holiday,2023-02-11,Non-Holiday,0,Fog,27.56,2.27,13.7,106,0,714.87,73,American Airlines,41,64,188,41
BA202,LAX,LAS,2023-01-21,22:01:00,2022-10-29,Online,1244,36,Business,901.45,Discount,Miles,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-21,Non-Holiday,0,Fog,14.96,14.97,0.57,51,0,1264.42,84,British Airways,20,32,1321,20
AA100,ORD,SFO,2023-10-03,05:25:00,2023-09-15,Online,3148,64,Economy,423.18,Regular,Debit Card,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-03,Non-Holiday,0,Fog,3.12,19.05,26.66,167,0,86.17,18,American Airlines,275,353,325,275
AA100,DFW,ATL,2023-02-21,17:19:00,2023-01-14,Phone,3442,58,First Class,255.02,Premium,Miles,2023-02,2023-02-01,-0.8,3.75,6.88,2023-02,No Holiday,2023-02-21,Non-Holiday,0,Fog,11.2,1.81,18.92,96,0,511.11,38,American Airlines,51,109,1039,51
AA100,DEN,LAS,2023-06-12,05:08:00,2023-05-27,Phone,2516,37,Business,1339.35,Premium,Debit Card,2023-06,2023-06-01,-0.8,4.07,6.29,2023-06,No Holiday,2023-06-12,Non-Holiday,0,Rain,-7.72,1.68,17.43,225,0,947.28,16,American Airlines,162,242,308,162
BA202,ORD,SEA,2023-04-22,04:08:00,2023-02-27,Travel Agency,2742,68,Economy,338.84,Discount,Credit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-22,Non-Holiday,0,Fog,35.93,13.45,1.13,81,0,966.35,54,British Airways,111,153,248,111
EA505,DFW,LAS,2023-03-08,21:38:00,2023-02-11,Online,1441,62,Business,860.47,Discount,Credit Card,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-08,Non-Holiday,0,Snow,-5.03,12.12,48.49,234,0,754.81,25,Emirates,66,137,1298,66
AA100,DFW,MIA,2023-04-22,15:17:00,2023-04-09,Online,1800,54,Business,541.99,Premium,Debit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-22,Non-Holiday,0,Snow,24.44,10.55,0.91,52,0,1208.51,13,American Airlines,111,194,917,111
CA303,DFW,SEA,2023-08-30,16:50:00,2023-06-25,Phone,3777,65,Business,1421.8,Premium,Debit Card,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-30,Non-Holiday,0,Rain,5.71,2.0,32.76,120,0,1066.24,66,Air Canada,241,271,1010,241
AA100,JFK,LAS,2023-11-24,00:36:00,2023-09-13,Online,3864,36,First Class,178.64,Premium,Debit Card,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,No Holiday,2023-11-24,Non-Holiday,0,Fog,-7.39,0.74,34.97,170,0,1370.83,72,American Airlines,327,351,36,327
CA303,JFK,ATL,2023-01-02,11:44:00,2022-12-27,Phone,2388,44,First Class,946.99,Discount,Debit Card,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-02,Non-Holiday,0,Rain,-3.04,9.77,40.68,81,0,782.65,6,Air Canada,1,91,704,1
EA505,ORD,SFO,2023-07-15,13:36:00,2023-07-10,Online,916,29,First Class,249.54,Regular,Miles,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-15,Non-Holiday,0,Storm,1.76,17.84,6.03,60,0,1258.03,5,Emirates,195,286,816,195
EA505,JFK,SFO,2023-01-15,13:56:00,2022-10-16,Phone,63,47,Economy,1065.4,Discount,Miles,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-15,Non-Holiday,0,Rain,28.84,3.18,24.72,84,1,200.96,91,Emirates,14,19,836,14
BA202,LAX,SFO,2023-11-27,09:34:00,2023-11-11,Travel Agency,3616,23,Business,223.48,Discount,Credit Card,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,No Holiday,2023-11-27,Non-Holiday,0,Snow,-4.75,4.62,20.33,91,0,282.72,16,British Airways,330,410,574,330
EA505,ORD,ATL,2023-05-26,13:06:00,2023-03-10,Phone,3113,68,Economy,994.84,Premium,Miles,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-26,Non-Holiday,0,Snow,38.87,2.2,41.35,67,0,955.9,77,Emirates,145,164,786,145
DA404,LAX,ATL,2023-06-10,00:21:00,2023-04-25,Phone,4485,20,Economy,1444.56,Discount,Debit Card,2023-06,2023-06-01,-0.8,4.07,6.29,2023-06,No Holiday,2023-06-10,Non-Holiday,0,Snow,24.71,8.05,33.07,236,0,1013.22,46,Delta Airlines,160,210,21,160
AA100,DFW,LAS,2023-01-31,11:59:00,2023-01-30,Online,1245,67,Business,690.95,Premium,Credit Card,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-31,Non-Holiday,0,Snow,15.49,13.09,41.82,128,0,434.89,1,American Airlines,30,125,719,30
CA303,DFW,SEA,2023-04-29,03:11:00,2023-03-15,Phone,755,36,Business,209.67,Premium,Debit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-29,Non-Holiday,0,Rain,-9.94,11.28,19.93,103,0,1118.07,45,Air Canada,118,169,191,118
BA202,DEN,ATL,2023-10-17,02:08:00,2023-09-06,Phone,3655,49,First Class,108.85,Regular,Credit Card,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-17,Non-Holiday,0,Fog,38.92,9.05,12.78,113,0,931.88,41,British Airways,289,344,128,289
AA100,JFK,SFO,2023-06-09,18:10:00,2023-03-10,Travel Agency,4143,39,First Class,316.56,Premium,Credit Card,2023-06,2023-06-01,-0.8,4.07,6.29,2023-06,No Holiday,2023-06-09,Non-Holiday,0,Rain,17.78,16.72,36.91,214,0,785.45,91,American Airlines,159,164,1090,159
AA100,JFK,LAS,2023-12-16,19:41:00,2023-12-05,Phone,730,30,First Class,1309.25,Regular,Miles,2023-12,2023-12-01,3.85,2.98,4.42,2023-12,No Holiday,2023-12-16,Non-Holiday,0,Snow,36.39,6.12,46.69,123,0,1050.09,11,American Airlines,349,434,1181,349
EA505,JFK,SEA,2023-03-18,15:07:00,2023-02-22,Travel Agency,1690,67,Business,356.02,Regular,Miles,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-18,Non-Holiday,0,Fog,32.99,4.61,33.76,48,0,977.27,24,Emirates,76,148,907,76
EA505,LAX,MIA,2023-08-11,19:52:00,2023-06-24,Online,2595,25,Economy,384.31,Discount,Debit Card,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-11,Non-Holiday,0,Clear,10.85,14.64,41.3,235,0,727.5,48,Emirates,222,270,1192,222
DA404,ORD,LAS,2023-04-13,13:26:00,2023-02-13,Online,1638,27,First Class,117.62,Premium,Credit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-13,Non-Holiday,0,Fog,16.43,11.56,45.86,235,0,704.93,59,Delta Airlines,102,139,806,102
CA303,DEN,SFO,2023-03-01,21:25:00,2023-02-24,Phone,3552,47,Economy,1029.15,Premium,Credit Card,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,Thanksgiving,2023-03-01,Public Holiday,1,Clear,24.02,18.38,12.86,27,1,873.81,5,Air Canada,59,150,1285,59
BA202,JFK,ATL,2023-08-08,09:22:00,2023-05-26,Travel Agency,994,39,First Class,408.59,Premium,Credit Card,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-08,Non-Holiday,0,Clear,13.82,12.47,29.74,135,0,1329.74,74,British Airways,219,241,562,219
EA505,DEN,ATL,2023-04-07,20:02:00,2023-03-15,Phone,1249,56,Economy,1177.37,Discount,Credit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-07,Non-Holiday,0,Storm,32.63,2.03,19.19,70,0,1298.09,23,Emirates,96,169,1202,96
AA100,ORD,MIA,2023-08-06,15:02:00,2023-05-13,Phone,427,55,Business,179.78,Discount,Miles,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-06,Non-Holiday,0,Clear,37.33,14.17,10.91,181,0,556.33,85,American Airlines,217,228,902,217
EA505,JFK,SEA,2023-03-18,15:07:00,2023-02-22,Travel Agency,1690,67,Business,356.02,Regular,Miles,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-18,Non-Holiday,0,Storm,3.53,5.27,46.69,105,0,503.65,24,Emirates,76,148,907,76
EA505,ORD,SFO,2023-11-09,07:46:00,2023-09-10,Online,1872,43,Business,1436.36,Regular,Debit Card,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,No Holiday,2023-11-09,Non-Holiday,0,Storm,35.35,18.81,2.29,78,0,1068.49,60,Emirates,312,348,466,312
DA404,DFW,SFO,2023-10-31,22:04:00,2023-08-30,Online,3639,27,Economy,1143.25,Discount,Miles,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-31,Non-Holiday,0,Storm,12.29,0.15,47.22,151,0,628.69,62,Delta Airlines,303,337,1324,303
AA100,LAX,SFO,2023-07-14,07:55:00,2023-04-19,Online,2172,61,Business,1335.14,Discount,Credit Card,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-14,Non-Holiday,0,Fog,3.05,16.14,41.32,156,0,699.36,86,American Airlines,194,204,475,194
EA505,LAX,LAS,2023-04-22,21:30:00,2023-02-28,Online,3392,47,Business,1478.86,Regular,Credit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-22,Non-Holiday,0,Snow,34.42,2.31,35.45,24,0,1208.51,53,Emirates,111,154,1290,111
BA202,ORD,SFO,2023-02-07,05:20:00,2023-01-27,Online,4805,29,Business,746.14,Discount,Credit Card,2023-02,2023-02-01,-0.8,3.75,6.88,2023-02,No Holiday,2023-02-07,Non-Holiday,0,Storm,21.96,7.77,9.52,27,0,1011.65,11,British Airways,37,122,320,37
DA404,JFK,MIA,2023-03-07,08:38:00,2022-12-12,Online,3411,21,Economy,612.87,Discount,Debit Card,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-07,Non-Holiday,0,Snow,9.21,3.66,39.54,142,0,850.44,85,Delta Airlines,65,76,518,65
EA505,DEN,SEA,2023-05-13,22:44:00,2023-02-13,Online,5,69,Business,137.79,Regular,Credit Card,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-13,Non-Holiday,0,Snow,-8.91,10.05,36.05,92,0,740.7,89,Emirates,132,139,1364,132
EA505,JFK,ATL,2023-03-03,23:47:00,2023-02-24,Online,3851,44,Economy,1283.84,Premium,Credit Card,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-03,Non-Holiday,0,Clear,18.12,14.74,26.56,233,0,823.18,7,Emirates,61,150,1427,61
AA100,ORD,MIA,2023-08-06,15:02:00,2023-05-13,Phone,427,55,Business,179.78,Discount,Miles,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-06,Non-Holiday,0,Rain,-7.67,5.37,26.22,196,0,447.89,85,American Airlines,217,228,902,217
EA505,JFK,SFO,2023-09-28,19:25:00,2023-09-24,Phone,4441,21,First Class,643.07,Discount,Debit Card,2023-09,2023-09-01,0.55,9.26,2.72,2023-09,No Holiday,2023-09-28,Non-Holiday,0,Storm,-5.47,11.42,1.72,75,0,587.42,4,Emirates,270,362,1165,270
BA202,JFK,SFO,2023-07-21,20:00:00,2023-07-05,Phone,1443,47,Economy,1473.69,Discount,Credit Card,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-21,Non-Holiday,0,Storm,-9.59,2.88,46.5,180,0,289.84,16,British Airways,201,281,1200,201
